Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Subject_tx,x
control_16,pc3,0.27850877315294137,0.20890961192797503,-0.15589631965057113,-9.10130349970205,10,15.583164710019624,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_16', 'control_16', 'control_16', 'control_16', 'control_16', 'control_16', 'control_16', 'control_16', 'control_16', 'control_16']","[0.007536758654361431, 0.13085034789245903, 0.07822727224212397, -0.032539753255014875, -0.01245233331183452, -0.14106962965488476, -0.08887686949907544, -0.1642121922400044, -0.1905051050612129, -0.19199812537338573]"
control_17,pc1,0.24232679285537978,0.9807952441947725,-0.021081156237654206,-11.327981307969441,10,15.145448226246632,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17']","[0.005128527067408255, 0.010880535888592134, -0.07647764660373119, -0.07870930330627329, -0.10010033858467948, 0.0023650647199536523, -0.032781304826475136, 0.10172937175991768, -0.056108589589920724, -0.01719887673015886]"
control_17,pc2,0.22847605630330478,0.43528349174202063,-0.08556259271593691,-12.269634908694492,10,14.985744993024975,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17']","[0.007640511479986305, -0.046203898024774696, 0.001082957692614045, -0.001686516248267979, -0.025913567269996447, -0.12385582412492405, -0.19069165239226893, -0.14711142735123095, -0.07332418175995659, -0.0019405717042246529]"
control_17,pc3,0.18226244143183712,0.5755764054216643,0.13223931368973324,-15.885416892492632,10,14.46919697642079,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17', 'control_17']","[0.004686176830371302, 0.06986375995627411, -0.002143885860014974, 0.05798191753977714, 0.1428779125239314, 0.17103546186535573, 0.18981985198279652, 0.10281241022435625, 0.11035523389683304, 0.0941161344108786]"
control_18,pc1,0.2437672752380723,0.33302080897787134,-0.06333994707581925,-11.2331295764957,10,15.162265180130374,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18']","[0.0040845248738844075, -0.01271025927679566, 0.04007023739881674, 0.04717471141705363, 0.08566804870021616, 0.035840239250416746, -0.12735273195304117, -0.14805941219045052, -0.1157191524524474, -0.05250199944461115]"
control_18,pc2,0.19513599396223047,0.7290517331382802,0.08771375682040372,-14.793478617486675,10,14.611627100582403,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18']","[-0.004216617226864441, 0.030631267060530085, -0.001163491646387009, 0.08251067336322554, 0.04713759149698608, 0.05960587329311747, 0.09175687443438654, 0.10488275871309617, 0.17291584618881606, 0.07209126382783848]"
control_18,pc3,0.23497141663603766,0.2652904236426972,0.15024894256895657,-11.821334794046216,10,15.060188135319066,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18', 'control_18']","[-0.0011479582840481584, -0.015144274504871363, 0.06200209728169649, 0.08063473867071733, 0.04549115228695952, 0.1838196329415772, 0.22914169580501423, 0.2049492722522637, 0.1990327864812661, 0.12854645554543598]"
control_19,pc1,0.19202772176467867,1.1366466429969195,0.1436583039839344,-15.05036517599064,10,14.577195489828123,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19']","[-0.0024218899529430417, 0.14428428052275433, 0.1405615892638228, 0.08988008129439999, 0.17269366326678232, 0.08816486529608919, 0.19707139312155422, 0.18235977839960896, 0.1352618965740391, 0.15946503794576242]"
control_19,pc2,0.21890436390360646,0.2306822610269698,0.05021435622842177,-12.954435699399898,10,14.877123490905163,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19']","[-0.0034564488321278297, -0.07225512538156721, -0.0030828042722581828, 0.029902635487533025, 0.027430763619656393, 0.01805756078226405, 0.10962864639087908, 0.1158296854944099, 0.1308565232173017, 0.060306267442713474]"
control_19,pc3,0.19854263786484982,0.5445097095842453,0.14696613455082477,-14.516688358061021,10,14.649402182260001,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19', 'control_19']","[-0.002103780194530509, 0.041859940679742094, 0.02731336070712759, 0.07159029025674425, 0.1438048351398335, 0.14590622288308167, 0.17634888812925203, 0.09740908022248823, 0.19298131695357984, 0.15893908262789358]"
control_20,pc1,0.17496047990978209,1.540243981082639,0.064896559558661,-16.539729515840765,10,14.388469327746144,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20']","[-0.004841693757662984, 0.1162245518550112, 0.11266962811115552, 0.05630311922371008, 0.07443203013014403, 0.10895182830335569, 0.014538010971054616, 0.10490803192658064, 0.03178563757648602, 0.02306283282333519]"
control_20,pc2,0.19010431980040066,0.9886067301605872,0.02880988292446185,-15.211343183685766,10,14.555917176756548,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20']","[0.006033968063615489, 0.0894086533587115, 0.012764102861017881, 0.018291479961361566, 0.05617549308085714, 0.018714697713565938, 0.010404396945165595, -0.03893763677331614, 0.01827696594974562, 0.056677066318835734]"
control_20,pc3,0.24570263666174275,0.37802559351477627,0.07607299119955416,-11.106561285955106,10,15.184927918947487,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20', 'control_20']","[-0.0069931519455809135, -0.00875224603220399, 0.045877093873496005, 0.0894566604257662, 0.01018887624482509, -0.03301488805894384, -0.02092200645237598, 0.1367909337109481, 0.14469747590957574, 0.13931283424795665]"
control_21,pc1,0.26611025108710223,0.7292419855885943,0.05374067832205177,-9.83000514014653,10,15.42912108587408,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21']","[0.009770208923214705, -0.042953136523093294, -0.01129498449813316, -0.04711478712558109, 0.10989261226344801, 0.1382581465958808, 0.04678018555898451, 0.1515867250854344, 0.08373883958975664, 0.0037284870153020816]"
control_21,pc2,0.18714965427463148,1.1743601982327083,-0.019734019439332416,-15.46196624736575,10,14.523233564090265,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21']","[0.004224884944348648, -0.09398622436336274, -0.05331883771354619, -0.0006434146923564865, -0.04854348457968764, -0.04048881000248182, -0.0035480114793792553, -0.0006603009905065379, 0.008007927689650494, 0.017998960007097185]"
control_21,pc3,0.23554285999156854,0.4455385995287917,0.0814763104947635,-11.782320230914115,10,15.066799755192571,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21', 'control_21']","[0.00161814930735962, 0.11649004960429898, 0.09438092632618962, 0.13407157596058816, 0.16576904344082133, 0.14998556700398885, 0.04997758751268, -0.0012758145002537968, 0.028932794705937667, -0.007857614241204298]"
control_22,pc1,0.24095670105827766,0.27440403985680584,-0.006944947158358616,-11.418753177181463,10,15.129485961226733,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22']","[-0.0013580080992415878, 0.14764977772184876, 0.11490830635926472, 0.06242716305631466, 0.03387708432478242, 0.013509983205640896, -0.008598892770443647, -0.03079094812372017, -0.07268178958629269, -0.07987997711320419]"
control_22,pc2,0.2173219110806029,0.5704820359985533,-0.04028582878747822,-13.07046672501692,10,14.859289526719502,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22']","[-0.009196986888018784, 0.017094857566830844, -0.008488478710173029, 0.007607231839405485, -0.05716086465979989, -0.06290208768123032, -0.08160587240488265, -0.10512009952650918, -0.10656153100885046, 0.022915224404546436]"
control_22,pc3,0.27197687964857775,0.5060303999513749,-0.07109997132769197,-9.48108681565025,10,15.50140209460599,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22', 'control_22']","[-0.003032332210391804, -0.15145067813623994, -0.24948854533689402, -0.23725703966213138, -0.1393176871759303, -0.08689512297649643, -0.04651897480946705, -0.08958827530400454, 0.06842145974677111, 0.00765518109555359]"
control_23,pc1,0.24669555113579755,0.7988022745840525,0.06981806949686785,-11.042106422801591,10,15.196568356368171,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23']","[-0.0043985002815174834, 0.07861361306046402, -0.04724429406682876, -0.025574712198177352, 0.03437105340523741, 0.18969465907072597, 0.10637098735626405, 0.002043004577992405, 0.08545855564491969, 0.0437303220874343]"
control_23,pc2,0.2388412122537183,0.6738092737893469,0.06839325653498599,-11.559727216414732,10,15.104945468460288,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23']","[-0.0030023628315679176, -0.017692540234399035, -0.017380216747295278, 0.05252309962287025, 0.06641040871493646, 0.059357078419541257, 0.20034934711287128, 0.10611978209374594, 0.022404516574656072, 0.03798482774907666]"
control_23,pc3,0.23371613187607215,0.25858045708476207,0.27002503090293584,-11.906838582007625,10,15.045774188371158,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23', 'control_23']","[0.009474140093516176, 0.0517401403035129, 0.020408089402779606, 0.1496075979340656, 0.09566960654113728, 0.09912429576054474, 0.1647472107592437, 0.15908552927168626, 0.19415184019752812, 0.30600423415061356]"
control_24,pc1,0.19381165524706734,0.9993399860948731,0.06526495848256622,-14.902405053306559,10,14.596954774201329,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24']","[-0.003911474710069878, 0.06396389814988088, 0.046444358488331124, 0.044787103844298966, 0.06286304396909957, -0.003974291103862673, 0.07481220466712059, 0.14029635357687292, 0.05725263754920348, 0.08205263323368961]"
control_24,pc2,0.2207293884154826,0.3763338446394233,0.02406426973484932,-12.821541174879679,10,14.897746678567243,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24']","[0.008445561014157239, -0.05714960055945126, -0.018116742499467535, -0.06690147788203799, 0.021519749855973228, 0.0907141581328878, 0.0777380977511343, 0.0874901053368459, 0.06765602377098956, 0.01886656970566781]"
control_24,pc3,0.19274480120754417,0.4055308381343382,0.05605450908815088,-14.990636191138268,10,14.585148495499027,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24', 'control_24']","[0.00611549902918324, -0.00984124527088685, 0.036441161281309004, 0.012768141619560011, 0.007448616958775202, 0.0685592492032155, 0.10325590675066758, 0.12615655758051825, 0.04531178371724817, 0.06958276657458552]"
control_25,pc1,0.25964660426601693,0.4711892060991153,-0.11764716925590885,-10.22333593224513,10,15.350654112656485,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25']","[0.0007273209817402604, -0.041099262264623126, -0.05310308409327742, -0.19305609629863102, -0.184961534282856, -0.20022569587537392, -0.13817045066562444, -0.16636181146538095, -0.08402658508194713, 0.025476856247989565]"
control_25,pc2,0.22690732465497376,0.7106215090709833,-0.060328439536800824,-12.379979402791834,10,14.967838792987148,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25']","[0.0030021635758441566, 0.014001517682556558, 0.02481296822415281, -0.0440084712224699, 0.01927655903419384, -0.04577571055209946, -0.13535158619868373, -0.1063820369661837, -0.02696626601476887, -0.10787019383226955]"
control_25,pc3,0.28998505132858493,0.30340436257613357,0.222341005313145,-8.455248950490564,10,15.730425147817998,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25', 'control_25']","[0.009478656484985222, -0.03533901183888385, -0.07823667302956767, 0.011583310980546338, 0.004457996025207564, 0.23714216984655723, 0.31287678998765023, 0.30714045158056436, 0.214239548775145, 0.19716379731810976]"
control_26,pc1,0.2446955495682544,0.9280848089444165,0.085668351168347,-11.17242593238288,10,15.173102455308584,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26']","[-6.469412784485763e-05, 0.15372512183598344, 0.16466789919178962, 0.08533622332868965, 0.10393662793970708, -0.023192056083646148, 0.0025876569553889943, 0.09054093122076314, 0.10766652240527806, 0.15368205078738137]"
control_26,pc2,0.24049668909196542,0.8082516217503747,-0.03671069499893034,-11.449307674392978,10,15.124141473892715,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26']","[0.008895078543710053, 0.009565067173977688, 0.05589849349674315, -0.06503102993503332, -0.03741715261324055, 0.026671535834059165, -0.007226661643676267, 0.0458455535055409, -0.07426346151348509, -0.14445786598224458]"
control_26,pc3,0.1824728892077096,0.1349800021151767,0.25020403525008084,-15.866967845321238,10,14.471521091525823,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26', 'control_26']","[-0.0008904537226504129, -0.026931263250221778, -0.07502238809819159, -0.03378911493506187, 0.004955344445861237, 0.07268959076206148, 0.15201513333719294, 0.13579452286264618, 0.1602899037291851, 0.165034433190469]"
control_27,pc1,0.23040762989042368,0.9940467804339999,-0.06517456522239874,-12.135007507565787,10,15.007811084302375,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27']","[-0.001885026032117818, -0.027914226410754826, -0.10287546725349853, -0.13355491239687217, -0.061826516734145714, -0.06930933597846109, -0.04279344054012067, 0.034119669473928665, -0.14219341253686038, -0.07792192591938883]"
control_27,pc2,0.22409313911548087,0.29696627415130744,-0.02832466936473305,-12.579613961238337,10,14.935844871809135,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27']","[-0.0031435137145919413, 0.05899494294744692, -0.07396447201326978, 0.007943744434115288, -0.02518680593558662, -0.07647957129058722, -0.07600979563963238, -0.13597661504733285, -0.12159873654438305, -0.05360334558769783]"
control_27,pc3,0.19046320176201667,0.9865860930001471,0.02279910573400572,-15.18121639327941,10,14.559882199866557,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27', 'control_27']","[-0.0011420285634438354, -0.02927683887567752, 0.016661997252544854, 0.07451637537287031, 0.027615951899226915, 0.025249030959459535, 0.05418063113157404, -0.025192154284137173, -0.0022671441440331452, 0.05739673278994315]"
control_28,pc1,0.22844333391907878,1.345686734954427,0.029719446625516316,-12.271875389252255,10,14.985379818993419,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28']","[0.00418679908792488, 0.023301863738908638, -0.014757420986621524, -0.01829272704400749, -0.01614943752718525, 0.06725195742403586, -0.029673114884291724, 0.12790332593164902, 0.016490521857509016, 0.10176156472506478]"
control_28,pc2,0.23262302342966784,0.7330235415002793,0.06103511044286174,-11.98186709065327,10,15.033211137634616,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28']","[0.003445588763934835, 0.11239943940265318, 0.05984830199184435, -0.004031317038031779, -0.014299265307341368, -0.0013832088388134722, 0.10885072544018186, 0.1412435741744624, 0.05225032628581544, 0.055247089107319694]"
control_28,pc3,0.2414876726367712,0.4151993881172331,-0.05872624085766025,-11.38346562647345,10,15.135676162133416,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28', 'control_28']","[0.007130048283206767, -0.026311780692057574, -0.08066242549247513, 0.03931199600884913, 0.061760413183151584, -0.018675739061417777, -0.06007220702967, -0.1552447097960366, -0.11910383762152627, -0.10712226619382066]"
control_29,pc1,0.2038597612235744,0.730166879113114,0.10746939795804127,-14.093616566903954,10,14.708556061757228,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29']","[0.006327628145469277, 0.09089804094281641, 0.15009829477379982, 0.11062787286137622, 0.06165055545566826, 0.044616178118469296, 0.09056717857226923, 0.19518099140346876, 0.1462969926689358, 0.10524825492804765]"
control_29,pc2,0.23135834321579113,0.41267611887588856,0.03872666768276295,-12.069063542094607,10,15.018709106953462,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29']","[0.0011874919957590268, -0.013605709655863671, -0.048518124699939026, -0.035726611409102715, -0.0193588052180958, 0.011823412705487722, 0.10633330019415096, 0.14538983713429557, 0.11010365931624874, -0.01779330874433152]"
control_29,pc3,0.22439194995823603,0.1190752001234279,0.1350601406732106,-12.558322887023337,10,14.93923275195771,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29', 'control_29']","[-0.009385009298322202, 0.02913686912710276, -0.0625488392393466, -0.0637084271429389, -0.11846394722523866, -0.12392687891854141, -0.07927482879383778, 0.05243550530162251, 0.07377001192585812, 0.06701017195219135]"
control_30,pc1,0.23505453739821214,0.6894585483940194,0.06952475879025655,-11.815516114937854,10,15.061172814580836,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30']","[0.0071626356835028425, 0.0915297352450797, 0.042410782138959546, 0.00026915607327298446, 0.029771949191879483, 0.049168658590360334, 0.0011439952996343122, 0.02051158818770231, 0.17107319847799995, 0.1198562243153319]"
control_30,pc2,0.23323911119629992,0.40488647396280775,-0.07844167483102371,-11.939417755919987,10,15.040309314770719,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30']","[-0.0013804791151455808, -0.05990340984379643, -0.20956085585228343, -0.23188855165779787, -0.18132438534389722, -0.1370240675755495, 0.007850778607303766, -0.02477156715622183, -0.08666527844819272, -0.05497845070735957]"
control_30,pc3,0.17572058135324736,0.2823416841648545,0.04425040984897084,-16.470330549553463,10,14.396878772430073,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30', 'control_30']","[-0.00893527069412107, -0.02867502180072222, -0.03362207717170417, -0.050993187411090636, 0.015986120215105808, -0.0007979774714575831, 0.025919852504229134, 0.06473286322409397, 0.039425019898666654, 0.07146806516944289]"
control_31,pc1,0.18338423053307845,0.4749877071889349,0.04917658122584277,-15.787190285273818,10,14.481602260468055,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31']","[-0.006411089546439548, -0.013182261517108256, -0.005981344264474173, -0.007539950785734189, 0.026309897046290158, 0.0670158827340531, 0.12170514751229462, 0.040484367928736054, 0.04457150229789415, 0.05458672888414379]"
control_31,pc2,0.20234874150268742,0.6537768219710826,0.07841927713336673,-14.212842167022586,10,14.691708132273597,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31']","[0.008266858940504204, 0.053970971850728106, -0.026747876386390118, 0.05401540676905291, 0.03644727047555674, 0.025495317229463205, 0.03882740997378201, 0.043907289611052204, 0.16533191043102494, 0.11178866457921592]"
control_31,pc3,0.26371490865097513,0.44486588041681596,-0.024663079321804532,-9.974583423447044,10,15.399919600313158,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31', 'control_31']","[0.008179771246112234, -0.12737274511946475, -0.09084362774371643, -0.11371680314327558, -0.03210446066770932, -0.08089394575416023, -0.04545337337544343, -0.023450822723331974, 0.09940862761373069, 0.08099961617602211]"
control_32,pc1,0.19829428589221265,1.1474671126988454,-0.03160764495970537,-14.536487019750316,10,14.646676330163409,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32']","[0.0013122038452484165, -0.08423423298827047, -0.09756301801438769, -0.03435058451669237, -0.06442937320533973, -0.030267746875334872, -0.014584379663477802, -0.0010560935402527082, 0.04351452012072274, -0.07562488892679509]"
control_32,pc2,0.25496505200907116,0.07014727449915925,-0.22871134733830284,-10.51452803268748,10,15.294484153997853,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32']","[-0.005928998387296645, -0.006473879724602668, 0.06170931487894385, 0.12220029985588038, 0.08609492967015064, 0.07707267485576855, 0.12695712143050647, 0.11319773792338676, 0.05075582731318072, -0.11043163741388111]"
control_32,pc3,0.24137346225927928,0.009613219017322528,-1.0438171373401386,-11.391036583336588,10,15.13434643697459,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32', 'control_32']","[0.003705030300860528, 0.1085795016268656, 0.04637499122784177, -0.0047208165097350485, 0.02106837255981121, -0.017433479302541025, -0.03832150060350263, -0.02605257254089708, -0.030689571670802468, -0.13833214790132015]"
control_33,pc1,0.21048531088929362,0.9268294719792279,0.019750507885137304,-13.582000982644646,10,14.782509081918729,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33', 'control_33']","[0.00929917001454741, -0.015532040593784747, 0.0830469379519021, 0.062171800461231316, -0.014374600822648256, 0.03239133311319332, 0.11544676162011222, -0.0050472256348668, -0.019955131031849923, 0.010583766784411978]"
